Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM_X 	Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM_Y 	Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM; Fitted_X 	Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM; Fitted_Y 	
-26.1999988555908 	1.08750000000146 	-26.1999988555908 	0 	
-26.0999984741211 	1.04790000000139 	-26.0999984741211 	0 	
-26 	1.04060000000027 	-26 	0 	
-25.8999996185303 	1.01990000000296 	-25.8999996185303 	0 	
-25.7999992370605 	1.01080000000002 	-25.7999992370605 	0 	
-25.6999988555908 	1.00109999999768 	-25.6999988555908 	0 	
-25.5999984741211 	0.993999999998778 	-25.5999984741211 	0 	
-25.5 	0.98489999999947 	-25.5 	0 	
-25.3999996185303 	0.978399999999965 	-25.3999996185303 	0 	
-25.2999992370605 	0.969900000000052 	-25.2999992370605 	0 	
-25.1999988555908 	0.964299999999639 	-25.1999988555908 	0 	
-25.0999984741211 	0.966599999999744 	-25.0999984741211 	0 	
-25 	0.969900000000052 	-25 	0 	
-24.8999996185303 	0.966699999997218 	-24.8999996185303 	0 	
-24.7999992370605 	0.961300000002666 	-24.7999992370605 	0 	
-24.6999988555908 	0.956500000000233 	-24.6999988555908 	0 	
-24.5999984741211 	0.954499999999825 	-24.5999984741211 	0 	
-24.5 	0.952999999997701 	-24.5 	0 	
-24.3999996185303 	0.949000000000524 	-24.3999996185303 	0 	
-24.2999992370605 	0.94629999999961 	-24.2999992370605 	0 	
-24.1999988555908 	0.942200000001321 	-24.1999988555908 	0 	
-24.0999984741211 	0.940800000000309 	-24.0999984741211 	0 	
-24 	0.936799999999494 	-24 	0 	
-23.8999996185303 	0.93289999999979 	-23.8999996185303 	0 	
-23.7999992370605 	0.928999999996449 	-23.7999992370605 	0 	
-23.6999988555908 	0.924199999997654 	-23.6999988555908 	0 	
-23.5999984741211 	0.918000000001484 	-23.5999984741211 	0 	
-23.5 	0.915800000002491 	-23.5 	0 	
-23.3999996185303 	0.911000000000058 	-23.3999996185303 	0 	
-23.2999992370605 	0.908999999999651 	-23.2999992370605 	0 	
-23.1999988555908 	0.906800000000658 	-23.1999988555908 	0 	
-23.0999984741211 	0.903900000001158 	-23.0999984741211 	0 	
-23 	0.900900000000547 	-23 	0 	
-22.8999996185303 	0.897300000000541 	-22.8999996185303 	0 	
-22.7999992370605 	0.893800000001647 	-22.7999992370605 	0 	
-22.6999988555908 	0.891400000000431 	-22.6999988555908 	0 	
-22.5999984741211 	0.888899999998102 	-22.5999984741211 	0 	
-22.5 	0.883399999998801 	-22.5 	0 	
-22.3999996185303 	0.880300000000716 	-22.3999996185303 	0 	
-22.2999992370605 	0.876899999999296 	-22.2999992370605 	0 	
